,text,sentiment
607,"There's no shortage of bad dialogue in David and Bathsheba  ""I was quite a hand with a slingshot,"" ""The King of all Israel out there in the darkness exposing himself to the enemy"" (full marks to Dennis Hooey for delivering that one with a straight face), ""Go and sit with the concubines."" And somehow I doubt a bored David ever told the prophet Nathan ""Whatever you say."" He even tries the old ""My kingdom doesn't understand me"" routine on desperate housewife Bathsheba at one point. So it's probably a tribute to Henry King's direction that the film isn't at all bad despite the pitfalls much of the first third provide. Maybe it's the censor-baiting nature of the plot  a married man kills a femme fatale's husband and gets away with it!  but King brings out the growing moral and theological complexities in Phillip Dunne's script rather than upping the sin and sandals hokum. This is the conflicted David on the downhill slope, abandoned by a vengeful God he no longer understands, and the film doesn't back away from the awkward unanswerable questions about why a loving deity would choose to wreak vengeance on the innocent rather than the guilty. It even offers a genuinely surprising criticism of the sexual inequality of the law, where the failings of husbands result in the punishment of their wives.  Unlike King David, which sidelined the king in favour of the admittedly more interesting Saul, David is firmly at the centre of the drama and despite an interesting display of shoulder twitching and a frankly gormless overlong close-up when visiting the site of Saul and Jonathan's death, Gregory Peck's performance grows in stature as David shrinks. Susan Hayward is pure Hollywood pro, Raymond Massey is an appropriately theatrical prophet (why be naturalistic when you've got a voice that makes the very heavens quake?) and Kieron Moore's Uriah such an intransigent unreconstructed chauvinist that you can't exactly blame David for putting him in harm's way, but despite threatening to soft peddle the film doesn't allow David a moral get out of jail free card over his death. With surprisingly strong but subdued design and Technicolor photography this is definitely a cut above most 40s-50s Biblical epics.  Fox's new DVD is a good transfer, including an incredibly hokey 'candid' behind-the-scenes short and a trailer with brief shots deleted from the film's sole battle scene.",0
608,"I wish kids movies were still made this way; dark and deep. There was (get this) character development (and Charlie is the epitome of the dynamic character), plot development, superb animation, emotional involvement, and a rational, relatable, and consistent theme. If not for the handful of song-and-dance routines, you would never have thought this was a kids movie, and this is why I give it such a high rating. This movie is an excellent film, let alone for a kids' movie. Which brings me to my second point: this has got to be the darkest ""kids'"" movie I've seen in quite some time, this coming from a 22-year-old. I'd be shocked to see any child under the age of 8 not completely terrified throughout a great deal of the latter half and some of the first half of the movie, and it all ends with one of the saddest endings you could ever come across (ala ""Jurassic Bark"", for those of you who are 'Futurama' fans), and this is what makes this movie so good. Just because the movie universally evokes emotions we don't normally like to feel and assume are bad does not make the movie itself bad; in fact, it means it succeeded. Good funny movies are supposed to make us laugh; good horror movies are supposed to make us scared; good sad movies are supposed to make us sad. My point is, good movies are supposed to MOVE you, not simply entertain; this movie moved me.  Also, this movie is incredibly violent by today's standards for a kids' movie and contains subject matter that, by today's standards, may not be suitable for some children. Parents, I'd say watch it first. I'm not usually one to say anything about this kind of thing, but I just saw this yesterday and it came as a surprise even to me.",0
609,"Probably the best picture Producers Releasing Corp ever made, this little horror piece rivets the attention from first to last. Director Frank Wisbar obviously knows a good story when he writes one and what's more important he knows how to realize its full shock potential on the screen. Not only is the plot involving and the characters fascinatingly drawn, but the setting is absolutely out of this world! Just about all the action takes place either at night or in the middle of a clinging, pervasive fog. This chilling atmosphere is augmented by Wisbar's inventive direction and the wholly convincing performances he has drawn from all his players. The lovely Rosemary La Planche makes an ideal heroine, beautiful, spirited yet vulnerable. Robert Barrat delivers his usual no-nonsense, straight-down-the-line portrait of the local bigwig, though it's hard to believe that the personable, good-looking guy who plays his son is none other than the later dullsville writer/director Blake Edwards.",0
610,"Well, What can I say, other than these people are Super in every way. I quite like Sharon Mcreedy, I enjoy this pure Nostalgic Series And I have the boxed set of 9 discs 30 episodes, I did not realise that they had made so many, I also think that it is a great shame, that they have not made any more. I wish that I got given these powers, Imagine me, being knocked off my cycle, somewhere and being knocked out cold, then waking up in a special hospital. Later on, I discover that my body has been enhanced. Just like Richard Barrat. These stories are 50 Minutes of pure action and suspense all the way, You cannot fight these 3 people, as they would defeat you in all forms of weaponry. The music is well written, and to me, puts a wonderful picture of 3 super beings in my mind, The sort of powers that the champions have are the same as our domestic dog or cats, Improved sight, Improved hearing and touch. and the strength of 10 men for Richard and Craig and the strength of 3 women for Sharon. Who I thought was beautiful and intelligent. When I was a boy, I had a huge crush on her!!!! Now I can see why, on my DVD set. The box is very nice and it comes with a free booklet all about the series. I also thought that Trymane was a good boss, firm but he got things done!",0
611,"Cinderella is a beautiful film, with beautiful songs of course. In fact, it's one of the best films of the 1950's.  I think all the characters are portrayed amazingly. You can see the cruelness of Cinderella's stepsisters and her stepmother, the sweetness of Cinderella. The mice are funny and sweet too.  I think they changed the tale a bit, but I think it's for the best. It's such a nice film, and I don't think anyone could resist it deep down.  I give it a 8/10. I don't think it's the best Disney film. But it sure is a true classic.",0
612,"This is a typical late Universal Horror flick: its technically comptent, if by the numbers, with a cookie cutter plot and some serious overacting. The most interesting part of this film is its stunt casting of Rondo Hatton, a man with a bone disease as the film's ""monster"". Its sad to see this man exploited, but he probably made good use of the money they paid him. Hatton is less horrifying than the studio hoped, as I more often felt pity over fear or even loathing. Martin Koslack is on board as the film's mad artist, and he is very amusing in this part. I for one enjoy seeing Koslack in just about anything; for some reason the man amuses me. The only other part of the film that entertained me is the film's absurd take on the art world. Here we are shown evil art critics who revel in their ability to break artists; this is side by side with the film's male ""hero"" who is an ""artist"" who paints...get this...pin up girls. Somehow our hero's work is reviewed side by side with the villan's absurdist sculpture. Also amusing is the film's chief nasty critic, who at one point claims that he despises the hero's pin up art because ""women like that don't exist"" to which our heroine replies with an assurance that the critic just doesn't get out enough. Finally, there's a bit of a subplot about the heroine's (who is an art critic herself) domestication by the leading man....completely anti-feminist and ridiculous to witness. Overall this film is a rather mediocre picture with a few amusing elements.",1
613,"The back cover of the DVD (missed this one when it came out) hails Hitler -the Rise Of Evil as ""A Triumph"" (The New York Post) and ""Mesmerizing"" (Newsweek).  Well,never mind the Post but really, who ever wrote that word in Newsweek in the same context with this peace of, ahem, art should be sacked.  I don't no where to start with. Why try to paint the picture of Hitler's evil with colors that did not exist? He was evil alright, but now his character is portrayed in way that is often historically inaccurate (compared to his love of animals, the gentle and subdued way he treated women) and so on.  The actors are good, so you must feel sorry for them as they are imprisoned inside their one-dimensional characters. Some kind of curse here with Peter O' Toole: This is the second time in his honorable career when he has ended up playing an old and failed leader in a failed movie (or in this case TV-production, to be accurate). The first one was of course the legendary Galigula.  The list of historically inaccurate scenes alone would fill the 1000 words allowed by IMDb, so I think I'll leave it here.  This one is OK if it's on telly and you don't have anything else to do, but believe me - it's best left on the shelf in your local Virgin store.",1
614,"Your attitude going into Prom Night II will determine how much joy you take away from the film. If you're expecting a horror masterpiece, look elsewhere. If you like campy movies that are rather fun to watch unfold, you'll like this. Lisa Schrage has the time of her life playing an over the top Mary Lou and Wendy Loyd channels Schrage's rage perfectly during her time ""possessed"".  Not classic cinema but a fun way to kill a couple of hours with a wicked ending.  ",1
615,"I am sorry to say that it was one of the worst films I've ever seen. Although visually fascinating (e.g. the use of colour was absolutely stunning), it was pretty boring and disturbing (see the father/son incest).  What's more, music is totally absent, and if you think of those wonderful soundtracks by Michael Nyman (who wrote the soundtracks for most of Greenaway's films) then you can imagine what a difference it makes.  ",1
616,"First off, I must admit that both films I've seen by this director I saw without titles and so may have missed the points. My Czech isn't bad but, having sat through two of his films, I wish I hadn't even tried to learn. Samotari is too cool. Way too cool. It's about ten different story lines that weave in and out together. That's not so deeply unusual in a town the size of Prague (tiny, really.) The main characters are between 20 and 30. They've got jobs and only one studies. The best character is the young Balkan girl. Her sentiments are echoed by immigrants here every damn day. That's about it. The only great character. Everyone else is making their own lives hell quite on their own. How can I sympathise with such obvious incompetence? Perhaps there are interesting bits with Japanese tourists but do I need another stereotype in film? If you like alright music, see this film. If you want to laugh at others' stupidity, see this film. If you like irony and dry humor, see an original Jarmusch not an imitation. And under NO circumstances see Ondricek's film, Septej (Whisper.) That is unless you enjoy homophobic stereotypes.",1
617,"Loaded with fine actors, I expected much more from ""Deceiver"" than was delivered. The plot is extremely contrived and manipulative. The many flashbacks only add to the confusion. Believability flies out the window and with the ending becomes unbearable and downright ridiculous. I would strongly advise anyone who likes their movie plots to be based on something that is at least possible to avoid ""Deceiver"" because you will be very frustrated. Maybe I am just not hip enough to get it, but my suspicion is that many others were totally confused by the story line and especially by the ending. Blurring the line between reality and lies simply does not work because the entire movie made no sense. - MERK",1
618,"The show is about two sisters living together. Holly being the younger one has some teenage problems on the other hand her sister Val has job,boy friend,fiancé problems like most of the women on the planet. They try to support each other they make mistakes sometimes but they don't give up and continue. And the show is also about friendship. The priorities in life. I loved this show so much. It is funny and the actors are so good. I am really sad that the show is over. I still watch the reruns time to time:) Amanda Bynes is very talented. Jenny Garth may be new to comedy but she plays really well. She is one of the actresses i like watching. I like Vince and Holly's relationship they are very natural. Gary is a natural talent and makes you laugh each time he shows up. With Tina Holly found a real friend and i really like them hanging out. Lauren character is so funny and she is a natural talent. I would like to see her more. This show really takes you in and makes you laugh. I wish the show hasn't been over.",0
619,"We went to the movie with a group because the play we were going to was cancelled. It is without doubt one of the worst movies ever. It is not that i don't like cult-movies I do. But nothing happens in the film. One does not feel any connection with the characters whatsoever. endless times without dialog. And the car. How do thay carry a huge tent and beds chairs and clothing for every day in that car? It is a two seater! I have to say however the scenery is beautiful, but not in a movie, the director should have made a photoshoot of the movie, so that we could skip about 80 minutes of useless time in with nothing happens anyway.   I would not recommend it, as it is a waste of your time",1
620,"I must confess to not having read the original M R James story although I have read many of his other supernatural tales. I've also seen most of the previous BBC Christmas Ghost Stories and this one, in my opinion, surpasses most of them, only equalling The Signalman.  I can't really fault A View From a Hill - the direction and 'mood' is perfect, as is the acting, lighting and, of course, the story and writing. I thoroughly enjoyed this and can only hope for more of this quality from the same director and production team. I understand that the BBC plan to make some more (not necessarily based on M R James stories) so that's promising.  10/10",0
621,"I saw this movie at the AFI Dallas festival. Most of the audience, including my wife, enjoyed this comedy-drama, but I didn't. It stars Lucas Haas (Brick, Alpha Dog), Molly Parker (Kissed, The Five Senses, Hollywoodland) and Adam Scott (First Snow, Art School Confidential). The director is Matt Bissonnette, who's married to Molly Parker. All three actors do a fine job in this movie about 3 friends, the marriage of two of them and infidelity involving the third. It all takes place at a lake house and it looks wonderful. The film wants to treat its subject as a comedy first and then a drama, and I thought it needed to be the other way around.",1
622,"How The Grinch Stole Christmas instantly stole my heart and became my favorite movie almost from my very first viewing. Now, eight viewings later, it still has the same impact on me as it did the first time I saw it.  Screenwriters Jeffery Price & Peter S. Seaman of Who Framed Roger Rabbit fame do a fantastic job of adapting the story of The Grinch to the screen. Ron Howard's direction brought the story to full life, and Jim Carrey's typically energetic performance as The Grinch steals the show.  Some detractors of the film have claimed that it is not true to the spirit or principles of the original story. Having read the original story, I must say I cannot agree. The movie makes the very same point about Christmas and its true meaning as the original story. Indeed, it enhances the impact of the story by making it more personal by showing us how and why The Grinch became what he was.  *MILD SPOILERS* (They probably wouldn't ruin the movie for you... but if you haven't seen it yet and you're one of those who wants to know NOTHING about a story until you've seen it, you should skip the next two paragraphs.)  I think just about everyone can relate to The Grinch's terrible experiences in school. I think all of us, at one time or another, were the unpopular one in school who was always picked on. I know I was... and that's why I personally had so much sympathy for The Grinch and what he went through.  And Cindy Lou Who's naive idealism, believing that nobody can be all bad, was heart rending. When everyone else had turned their backs on The Grinch out of fear and ignorance, Cindy Lou was determined to be his friend. If only everyone could have such an attitude.  In fact, I think the only thing that might've made the film a little better would have been to further tone down the adult humor and content. It was already pretty restrained, but any of this adult humor (like when The Grinch slammed nose first into Martha May Whovier's cleavage) just doesn't fit in a story like this.  This one's well on its way to being a Christmas classic, taking a richly deserved place alongside the book and the Chuck Jones cartoon as a must-see of every Christmas season.",0
623,"Worst mistake of my life.  I picked this movie up at Target for $5 because I figured, ""Hey, it's Sandler I can get some cheap laughs"". I was wrong, completely wrong. Mid-way through the film all three of my friends were asleep and I was still suffering. Worst plot, Worst script, Worst movie I have ever seen. I wanted to hit my head up against a wall for an hour, then I'd stop, and you know why? Because it felt damn good. Upon bashing my head in i stuck that damn movie in the microwave and watched it burn....and that felt better than anything else I've ever done. It took American Psycho, Army of Darkness, and Kill Bill just to get over that crap. I HATE YOU SANDLER FOR ACTUALLY GOING THROUGH WITH THIS AND RUINING A WHOLE DAY OF MY LIFE!!!!!!!!!!!!!!!!!",1
624,"""Happenstance"" is the most New York-feeling Parisian film I've seen since ""When the Cat's Away (Chacun cherche son chat). ""  A film from last year released now to capitalize on the attention Audrey Tatou is getting for ""Amelie,"" its French title is more apt: ""Le Battement d'ailes du papillon (The Beating of the Butterfly's Wings)"" as in summarizing chaos theory as a controlling element in our lives.  Tatou's gamine-ness is less annoying here because she only occasionally flashes that dazzling smile amidst her hapless adventures, and because she's part of a large, multi-ethnic ensemble, so large that it took me a long time to sort out the characters, especially as some of the cute guys and older women looked alike to me, and some of the characters fantasize what they should do such that I wasn't sure if they were doing that or not.   But I loved how urban the coincidences were, from immigrants to love nests to crowded subway cars to hanging around cafés.  The subtitles quite annoyingly gave both parts of a dialog at once.  (originally written 12/8/2001)",0
625,"In Iran, women are not admitted to soccer games. Officially it's because they are to be spared from the vulgar language and behavior of the male audience. But of course it is about sexism. Women are lower forms of human beings.  Some brave girls oppose this and try to get into the stadium by using different tricks. They are caught by soldiers and hold in a kind of cage, until the police will come and pick them up.  Despite the insane situation, this is a film with lots of humor. It's also encouraging to see how people always find different ways of fighting oppression. You'll get touched at the same time as you have lots of laughs. Good job by director Jafar Panahi. This is in many ways a heroic comedy.",0
626,"Obviously written for the stage. Lightweight but worthwhile. How can you go wrong with Ralph Richardson, Olivier and Merle Oberon.",0
627,"Featuring a fascinating performance by Will Smith and a story that tugs at your heartstrings harder than a rock guitarist mid-solo, ""Seven Pounds"" races past the director's previous collaboration with the actor (The Pursuit of Happiness), a flick which I also loved. Remember Gabriele Muccino's name because some of his movies may skip by unnoticed if the actor attached to the project isn't quite so high-profile.   Too bad I figured out Will Smith's scheme early on, I put two and two together when he calls in his own suicide in the first scene and the scene when Rosario Dawson's character is introduced as having an incurable heart-disease.  However, I still think the writer/director made the right choice putting the bookends (bookends are the first and the last scene) in that way, it's the source of urgency and tension in the movie, finding out gradually how exactly a man can be driven to that ultimate sacrifice, and it was heartbreaking to see the relationship between Smith's and Dawson's character flourish and develop, knowing in the back of the mind always what was in store for these unlucky two.  One of my friends with whom I saw the movie thought Smith's character could have a divine gift, and I understand why: his performance is almost angelic when in the presence of his seven elected ones, yet at other times he could be harsh and scary, and when he's alone the full weight of his situation got too much for him and he breaks down completely. It's quite a versatile performance.  Lastly I can't forget to mention the crash scene re-enactment, which was really quite stunningly done in terms of cinematography paired with music. Put this on your list.",0
628,"De Grot is a very good film. The great plot comes from the novel by Tim Krabbé, who also adapted this story for the screen. Some really top-class acting, not only by Van Huêt, but especially by Marcel Hensema, who mostly did TV-work prior to his performance of Axel van de Graaf. The film seems to kick of as a thriller, and sets an excellent mood. Then we start to learn about Egon Wagter and Axel van de Graaf, and the story is revealed bit by bit in a very compelling flash-back structure, which adds to the more romantic aspect and the character-driven drama of the movie. In the end this all culminates into an emotional ending, that will grab audiences by their throats. Make sure you know as little as possible about the plot when you are going to see this movie. A must-see, especially if you liked 'Spoorloos' (The Vanishing's original screen adaptation).",0
629,"I stopped short of giving ""Mr. Blandings Builds His Dream House"" 10/10 due to an aspect that makes us in the 21st century cringe a little bit: the fact that a black person is the faithful servant (somewhat reminiscent of Stepin Fetchit). But other than that, the movie's a hoot. Portraying middle class New York couple Jim (Cary Grant) and Muriel Blandings (Myrna Loy) trying to build a house in Connecticut, this flick has something for everyone.  Grant is his usual flippant self, while Loy does quite well as merely a wife. But Melvyn Douglas adds some real laughs as Jim's and Muriel's lawyer Bill Cole, who seems to have more plans than he's making clear. As for the house itself...throughout most of the movie, you'll probably feel ambiguous as to whether or not you want to live there. The builders, contractors, and others also provide their fair share of laughs.  All in all, a comedy classic. Also starring Louise Beavers, Reginald Denny, Sharyn Moffett, Connie Marshall and Jason Robards Sr.",0
630,"It has been 16 years since it's original run, I would have hoped by now some ""marketing wizard"" would have promoted a live actor version of this classic by now, or at least sought to re-release the original 65 episodes. I can't fathom why the sci-fi or cartoon network haven't snapped this up. Galaxy Rangers actually had well thought out plots, and even better scripts.The animation was above average quality for it's time, and excellent when compared to the talking slide show Japanese animation of today. It predated the heavy toon-toy tie in market, this may have sealed it's doom too. I would willingly spend cash on a DVD of GR if available.",0
631,"Sogo Ishii can be a skilled filmmaker under the right conditions, but Gojoe tells the story of a warrior monk and his only rival, a scion of the Genji clan. The film-making has the main hallmarks of a low-budget production, including blurry fight scenes and clumsy montages (the kind you might find in an under-produced dorama). The monk Benkei informs his spiritual teacher that his destiny lies in defeating the mysterious spirit that guards Gojoe bridge at night, but he doesn't realize that this decision will bring him squarely into conflict with nearly every element of society at that time - but which could earn him enlightenment.   There's no absence of ambitiousness, however, in its depiction of the conflict between the holy and the worldly. Artsy flourishes in some of the photography and editing help to compensate for the loose film-making style.   A disappointment.",1
632,"Note to previous reviewer: This movie is ""science-fiction adaptation of the Iliad"" according to the screenwriter. So whether the references are painful or not, no apologies, it is the basis for the film. They admit they stole...though adapted is the P.C. term.  Great flick but too short. Probably didn't come out as well as the author, director, or studio wanted, but pretty damn fun. The fact that the studio itself imploded during the making only helps add to its legacy.  A big-budget remake wouldn't be as fun, and probably wouldn't do the screenplay any more justice. But it's fun to dream about the potential there. A DVD release with some meager extras is apparently available but I don't think it would play on NTSC players. I'm no expert and thus still trying to figure this out. For now, I live with the VHS incarnation.",0
633,"One of Disney's best films that I can enjoy watching often. you may easily guess the outcome, but who cares? its just plain fun escape for 1 hour forty-two minutes. and after all wasn't movies meant to get away from reality for just a short time anyway? The cast sparkles with delight. -magictrain",0
634,"The 1st season was amazing, the whole idea of them adjusting to the island, while mysteries were being explored (And seen) was just phenomenal; filled with suspense, tons of cliffhangers, and an amazing plot. I mean, I love the whole idea of just seeing them get used to the island. And then first seeing the smoke monster in the first episode really caught my attention. From then on, I was hooked The second season was right on par with the 1st season, only a little better. I absolutely loved the idea of the hatches and the DHARMA Initiative. The whole plot and sequences of season 2 were mysterious, creepy, and exciting. I loved all the suspense surround others on the island, but the DHARMA story really made season 2 amazing.  Season 3 wasn't quite as good as 1 and 2 ... but nonetheless, great. I loved seeing the back-stories of the others, seeing their camp, and seeing the mysteries further explored. (""Tricia Tanak Is Dead"" is one of my favorite episodes). This season, while not as good, was still breathtaking and fun, but most of all exciting! Now, the 4th season. I had hopes for this season, and the 1st couple of episodes we're good, but then it REALLY started to get boring and monotonous. I mean, I REALLY despise the new ""rescuers"" such as Miles and Daniel. The plot got old after the first couple episodes ... and MOST OF ALL .... Season 4 was stripped away of something which made LOST a perfect series: The mystery, suspense, comedy mixed in (Charlie gone) and overall excitement. Also, some of my favorite characters have left.",0
635,"Faces are slashed, throats are cut, blood squirts, and in end the three main characters are either depressed or they die. They even blow up Kevin Costner's dog with a shotgun. Why would anyone want to see a movie like this? Violence is valid only when the good guys kill the bad guys, not the other way around. Take for instance Underworld and Underworld Evolution where you can enjoy seeing justice done when the demons are slain. In this movie, the good guys are cut up. See the difference? Why would anyone want to MAKE a movie that depresses the audience? Beautiful photography and skilled editing in a motion picture like this is a waste of talent. Let's put this one into the category of the exquisite corpse.",1
636,"Jess is 18, very smart and wants nothing more than to play football, when she joins a local team she has to lie to her parents again and again, as they would never approve of her chasing her dream, they want her to settle down with a nice Indian boy and learn how to cook.  Bend it Like Beckham is a very funny feel good movie that doesn't need to be deep and complex, it's just fine as it is. The cast are all very good and they play their roles very well, the story is simple and predictable, but it works perfectly and the script is very realistic and very funny.  A great Family movie 8/10",0
637,"The good thing about this that's at least fresh: Almost no movies about dance music and the club scene (if even made) hit the cinemas. And it radiates lots of energy too, from the music to the portrayal of Ibiza.  But the main problem is that it can't decide what it wants to be. Although it definitely likes to be a mockumentary in the line of This is Spinal Tap, the makers also realized they wouldn't want to play copycat. However, it fails grossly on the jokes because it's not very well written and most characters are underdeveloped. And it has no arc in its script and directing to make it to 90 minutes, so why not edit it down to 75? The production department and cinematography still try to save the day (e.g. Paul's home).  In a strange way and unexpectedly so It's all gone Pete Tong works much better as a simple drama in the line of Almost Famous. Especially the scenes with Beatriz Batarda offer some acting power.  Conclusion: it's a mess, it somewhat entertains at a basic level, but you better spend a night in your favorite club.",1
638,"The Ladies Man is a funny movie. There's not much thought behind it, but what do you expect from an SNL movie? It's actually better than most SNL movies (i.e. Superstar or A Night At The Roxbury) Tim Meadows and Will Ferrell were both very funny. Chris Parnell was also funny in his short scene (one of the funnier ones in the movie). Other than that, the rest of the cast is average and is just there to support Meadows. I've definitely seen funnier movies, but I've seen dumber ones too. Again, it's not exactly a deep movie, but it's good for a few laughs. It was funnier as a skit though. But still, if you're looking for a pretty funny movie, I'd recommend this one. Just don't think about it too much, or you'll hate it.  Rating: 6/10",1
639,"As with all the other reviewers, this movie has been a constant in my mind after 30 years. I recall going to the library researching all that I could on this story. I even wrote to the PBS station for more information. Despite all this, all I was able to find out was that it was a story printed in a newspaper in the early part of the 1900s.  Fastward to 2002, after years of searching ebay for on a weekly basis and there it was, a VHS copy of the movie. There was one other bidder but I was determined to win this movie. The losing bidder wrote me asking for a copy which I gave her. Despite owning a copy, I still searched and searched finally finding a site that sold a DVD copy of the movie. You can find it at: http://www.johntopping.com/Harvey%20Perr/War%20Widow/war_widow.html",0
640,"Alright, before we review, I have to ask: why isn't this listed individually? It may have been merely a TV item in Italy, but to international Lamberto Bava fans this is its own FILM. In America this film is distributed on VHS and DVD as either ""The Ogre"" or ""Demons 3"". Yes, I know it has nothing to do with ""Demons"" apart from one cast member and the crew. But yes, I personally was upset that this was so hard to find on this site which is otherwise so useful.  Finally, let's review ""The Ogre"". I've seen the trailer for this many times on YouTube and honestly found that rather scary. The movie itself (it is feature length, therefore making it a movie) has many many strong parts and does manage to scare. I was displeased by the last act, but on the whole I don't regret having bought the DVD before seeing it (available from Shriek Show). I guess the film's TV origins explain the last act. I won't give out any spoilers.  The plot is somewhat familiar: an American horror writer vacationing at an ancient spooky castle with husband and son only to find it exactly resembles the setting of her childhood nightmares. There are faint echoes of ""The Shining"", but this is a different brand of supernatural horror. The woman (Virginia Bryant) finds more and more proof that this is the real life place of her nightmares, but her husband won't believe her. Great atmosphere and terror follow.  The multiple nightmare sequences were pretty freaky. The Ogre cocoon effect was good, it reminded me a bit of Uncle Frank's resurrection from the first ""Hellraiser"". There's also a few good shocks and a well done underwater scene. I give them props that the film never stooped to imitating American films with similar concepts, namely ""A Nightmare on Elm Street"". ""The Ogre"" is an original. And the monster itself was a scary one, when it was presented correctly.  On the Shriek Show DVD there is a Lamberto Bava interview in which he is careful to mention that this is not part of his classic ""Demons"" series. He also gives a lot of credit to the real castle in which the movie was filmed. Indeed, this setting contributes a lot to the film. The Simon Boswell music helps too.  There's lots of good stuff here. ""The Ogre"" is not perfect, but it is very much worth seeing. Take it is a lesser Lamberto Bava achievement.",0
641,"Pathetic attempt to use science to justify new age religion/philosophy. The two have nothing to do with each other and much of what is said about Quantum Physics in this mess is just plain wrong.  Examples? Quantum theory supports the ideas in eastern religions that reality is an illusion. How? Well, in the world of the subatomic, you can never definitely predict a particles location at a specific time. You can only give the odds of it being precisely at one spot at one time. Also, the act of observation seems to affect the event. Solid particles can pass through barriers. All of this, so far, is accurate. But then they assert that that means that if you believed sincerely enough that you could walk through a wall, you could indeed do it. This is complete poppycock. Instead, the theory asserts that at our level, it is possible for you to walk through a wall, but it is merely by chance and has nothing to do with belief. Also you'd have to keep walking into the wall for eternity to ever have even the remotest chance of passing through the wall, the odds are so astronomically against it.  This is but one example of how they misrepresent the science. But much more annoying is the narrative involving an unhappy photographer, played by Marlee Maitlan. About halfway through the picture it becomes so confused as to be incomprehensible. Something to do with negative thoughts leading to addiction and self-hate. There may be some truth to that, but Quantum physics has nothing to do with it.  Plus, string theory is the hot new thing in physics nowadays. Instead of wasting your time with this dreck, I suggest you rent The Elegant Universe, an amazing series done for NOVA on PBS that gives you a history of physics from Newton and gravity to Ed Witten and M Theory in only 3 hour-long episodes. Quantum mechanics is explained there quite well if you want to know it without the fog of metaphysical appropriation.",1
642,"Barbra Streisand's first television special was simply fantastic! From her skit as a child to her medley of songs in a high-fashion department store -- everything was top-notch! It was easy to understand how this special received awards.  Not muddled down by guest appearances, the focus remained on Barbra thoughout the entire production.",0
643,"I think the movie was pretty good, will add it to my ""clasic collection"" after all this time. I believe I saw other posters who reminded some of the pickier people that it is still just a movie. Maybe some of the more esoteric points defy ""logic"", but a great many religious matters accepted ""on faith"" fail to pass the smell test. If you're going to accept whatever faith you subscribe to you can certainly accept a movie. Is it just me or has anyone else noticed the Aja-Yee Dagger is the same possessed knife Lamonte Cranston had so much trouble gaining control of in ""The Shadow"". No mention of it in the trivia section for either movie here (IMDB), but I would bet a dollar to a donut it's the same prop.",0
644,"For me, this movie just seemed to fall on its face. The main problem for me was the casting of Glover as a serial killer. I don't know whether this grows out of type-casting or simply his demeanor, but I doubt Glover could ever portray a convincing villain. He's a good guy, and that's always obvious in his performances. Other than that the film is your run of the mill serial killer story. Nothing very innovative .",1
645,"The first thing I thought after watching ""Mystery Men"" was how could this movie be so unpopular? I found this movie so adorable and funny that it's status as a bomb defies logic. Well, I hope that in the future it becomes a cult hit, and you can count me amoung it's fans.  Simply put, and without giving too much away, this movie does for comic books what ""the Princess Bride"" did for fairy tales and ""Who Framed Roger Rabbit?"" did for classic cartoons. That should give you a more accurate idea of the tone of the movie then the marketing commitee it was unfortunately signed to (this is one of those cases like ""the Iron Giant"" where the studio had no clue what it had on it's hands). Rent it the next time you're in the mood for something a little offbeat. You won't listen to the BeeGees in the same light ever again.",0
646,"I really can't say anything bad *or* good about this thing. Its characters are likable enough, it's capably produced and designed, and professional-looking (except for that cheesy monster suit). However, it has no originality, no ideas, and nothing you haven't seen in ALIEN, PREDATOR, ARMAGEDDON and/or OUTLAND. It's just another formula, cookie-cutter, ""grimy corporate drones in deep space versus unstoppable monster"" flick. Pretty much a waste of time.",1
647,"Chris Kattan is a great sketch actor on Saturday Night Live...but he should probably leave the movie industry alone unless he gets some sort of creative control. He plays an annoyingly peppy character who basically comes off as mildly retarded and on speed. Wanna know the only funny parts? The stuff they showed in the previews. Yes, his rendition of take on me is funny. Nothing else is. ESPECIALLY when you can tell he's trying very hard to be a physical comedian, which he shouldn't have to try at because he is one. And yet, his 'demolishing the vet's office' bit comes off as cringingly bad. This movie made me develop an eye twitch. Avoid it at all costs, and keep watching SNL.",1
648,"Bette Midler is again Divine! Raunchily humorous. In love with Burlesque. Capable of bringing you down to tears either with old jokes with new dresses or merely with old songs with more power & punch than ever. All in All Singing new ballads, power-singing the good old/perennial ones such as ""The Rose""; ""Stay With Me"" and yes, even ""Wind Beneath My Wings"". The best way to appreciate the Divine Miss M has always been libe - since this is the next best thing to it, I strongly recommended to all with a mixture of adult wide-eyed enchantment and appreciation and a child's mischievous wish for pushing all boundaries!",0
649,"First of all, let me say that this is not the movie for people looking to watch something spirited and joyous for the holidays. This movie is cold, brutal, and just downright depressing. Mary Steenburgen plays a grinchy mom who is down on Christmas because her husband has lost his job, they are losing their house, can't buy Christmas presents for the kids, etc. You get the idea, happy stuff for the holidays. So along comes Harry Dean Stanton as Gideon the Christmas angel, who in his dark hat and long overcoat comes off more like a pedophile who hangs around children all day observing them. What better way to instill the spirit of Christmas in Mary Steenburgen than to kill off her family and then offer to bring them back if she believes in Christmas again. Santa Claus is a blackmailer and his Christmas workshop looks more like a haven for refugee Nazis on the lam. The movie lays everything on so thick that you don't care about the happy ending when it comes because the rest of the movie is so bitter and unbelievable. I'm sure this film wanted to be something Capra-like, but it left out the joy and sentiment on what a holiday film should be.",1
