,Consumer_complaint_narrative,category_id
1785,"Nice, clean local place in Green Tree. Might be a little pricey but the food is good and homemade.",4
1786,"Service wasn't very good, and their (advertised) delivery was not available (because the delivery drivers car broke down). Maybe as a sit in it would be ok but I was not impressed",2
1787,I'm usually in Pittsburgh once a year and each time I come to town I typically have Vincents. Their NY Style thin crust pizza is just awesome and the service is typically pretty good. Regular crust is good as well if you want  something a little bit thicker.,4
1788,"Have mixed Vincent's.  My meal was good (spicy pasta) but service was spotty.  Another in the party had the homemade gnocchi and it was not good at all, \""tastes like dishwater\"", was the quote.  Naw, that couldn't happen to homemade gnocchi, after a taste, I agreed!  Just goes to show, it depends on what you order.\n\nOh yea, the parking lot, very big but some customers parked in the entrance on both sides to make it one lane and of course when we were leaving we noticed that one guy was taping his car where it had be hit.",2
1789,"Who knew french fries came on salads? Pittsburgh did.\n\nSalads are good. Pizza looked tasty. Service is helpful (when you can find it).\n\nThe pepper steak salad is pretty good - get it with ranch. Or instead, just get a plate of those garlic knots. They're the best thing there.\n\nAnd the comment about helpful service - when I went to pay the bill it was too windy for me to leave it out on the table. Instead I went inside and it was a no-man's land. No person working could be found for a good three minutes while I stood there with my bill in hand. I mean, what kind of place is dead empty of all wait staff, bartenders, or any person who worked there for that long during the lunch rush? Seems odd.",4
1790,"Not a bad place to grab a bite for lunch. Their service can be kind of slow so dont plan on having a quick in and out lunch.\n\nGreentree does not have many options for food, which is surprising since there is so many office complexes. \n\nOverall not bad.",3
1791,"The inside of Vincent's has the distinct smell of wall-to-wall carpets and fried food - not necessarily 'bad,' but certainly pungent.  I'm glad we came here on a nice afternoon when the deck was open.  \n\nWe split fried zucchini, which was delicious, sliced really thin with homemade marinara for dipping.  I got the buffalo chicken sandwich and my dining companion got the italian calzone.  Both were good - fresh ingredients and lots of them.  The portions were absolutely huge.  \n\nOverall, the service was fine - no major issues.  Good place for casual dining and good bar food.",3
1792,"Overpriced, very slow service, food was decent.",2
1793,"Expensive, slow, but good food if you don't mind the wait or check.",3
1794,Food is mediocre service is lousy. I'm sitting here right now and have been out of water and done eating for 20 min...,2
1795,Service was good but probably the worse pizza I've ever had.  We couldn't eat it.,2
1796,I went for dinner July 10.  Tight quarters inside but nice outside covered porch..Small inviting bar. Parking lot is full of potholes. It wont take much to fill with small stones but nothing has been done for years. It would be nice for customers to the fill potholes. \nFriendly staff . I ordered a Italian Hoagie and my wife had Spinach Ravoli. Waitress was nice but never asked to refill our drinks. My hoagie was dry with min meat. Bun was OK. My wife liked her salad. Both was very avg food in tight spaces and service could have been more attentive. Probably wont go back.,2
1797,Just moved to the area so I am looking for a go to spot. Vincents isn't going to be it. The food wasn't great it was just ok. I had the italian sausage. The prices are reasonable and I got my food in a timely manner but no personal customer service. I sat at the bar and literally no attempt to have any dialogue except get my order. No other options ill go back but that's it. Or I may try pizza and have it delivered.,3
1798,"We stumbled on this place on a Friday night. The place was moderately busy, but we were seated right away. The server was friendly, but service was pretty slow considering how many servers were working. We ordered the artichoke hearts to start - I recommend staying away from those! They were around $9 and had obviously just come from a can and had some Parmesan cheese sprinkled on top. The rest of the food, however, was delicious! We ordered the spinach pizza with white sauce and an Italian calzone. They were both HUGE and the pizza was one of the best I've had.",3
1799,Great old-school donut shop with delicious donuts.  The even still tie up the boxes.,5
1800,"HOLY MOTHER OF DONUTS! This place is amazing. My daughter and I stop every Friday morning, and honestly, it's the highlight of my whole week. Donut holes are to die for, but everything here is good. Like other reviewers said, get here early because they go fast!",5
1801,"The old fashioned sour cream... bavarian filled... glazed and cake... OMG so good. Seriously, all of them! This little shop is right in the middle of a neighborhood. I can only imagine the temptations of living so close to the intoxicating smells that waft out of there each morning. \n\nWe got there about 5 minutes before 7, thinking they would open at 7. There were already 3 people in line. The doors finally opened up about 10 minutes after 7, I guess you can't rush something so wonderful. A dozen tasty gems were carefully chosen... better give us a dozen doughnut holes too! Every last bite was terrific. \n\nPittsburg, I hope you realize how lucky you are!",5
1802,A while back my Mom bought some donuts from here and they were really stale by the next day.  She called and mentioned something about it to them and they didn't even seem to care.  I like to try and support local business but with an attitude like they showed I have no use for them.  Doesn't seem to be any real set hours so you never know when they will be open.,1
1803,"The Pennsylvania Turnpike caught me on a good day. That is, its typically unbearable narrow and worn-down roadways cluttered with \""wide loads\"" in various forms were temporarily mitigated by periodic signage noting \""PA TURNPIKE: ALL TOLLS WAIVED.\""\n\nThe suspected reason for the free ride? The other major highways in Pennsylvania are shut down due to persistent piles of snow. STILL. Hey, I'm not complaining.",3
1804,"So how can you write a review for the turnpike? Everyone hates it...and unfortunately I drive it frequently. Word of the wise...drive this road in the daytime, when it's not raining. You will thank me later for this advice...\n\nAs mentioned by others, this road is not in the best shape. It seems like every couple of miles there's construction. Not anyone working on site...but hey, you still have to slow down. Another issue...most of the roadway is 55 mph. This drives me insane...because in certain spots it's 55, and in others it's 65. Luckily I haven't had any speeding tickets here...but my warning, be aware of your speed.\n\nThe toll booth operators are ok, for the most part. You will get those with the evil attitudes. Like, I'm sorry I disturbed you...but lady you're the only one open. I'll make sure to sign up for EZ Pass so I can bypass you.\n\nAnd lastly...the price. So back when I was in college I frequented this road, from Pittsburgh to Philly and back. I believe the amount one way was between $12-15. Now...one way? Goodness I don't know the price...but let's put this in perspective. I now only drive the Pittsburgh/Breezewood route...and it's  $12.60 one way. And this isn't even the halfway point to Philly. \n\nIn theory you can bypass the turnpike by driving I-80 but this road is impassable if it's snowing. And there aren't as many rest stops. So PA knows you have no choice...and will charge you whatever on the turnpike. \n\nFYI - prices are scheduled to go up Jan 1 2015. The toll booth operators are clueless as to how much the increase will be. One toll booth operator was snippy with me when I asked her. Oh well.",2
1805,"Darren's recent review of Kmart got me thinking about this place. I was out this way recently and I stopped to look for a place to eat. Man, talk about a dead mall! Parkway Center Mall even has its own listing on www.deadmalls.com I'd only been here once or twice back in its heyday. Back then it had Chi-Chi's (where thankfully I never ate. A hepatitis scare did them in), David Weis, Pharmor, CompUsa, Syms, etc were all here. \n\nNow the mall is mainly deserted. Only one floor is still open, and even that's got a vacancy rate of about 50%! Surprisingly what remains seems to be doing good business. Kmart is doing okay as is the Giant Eagle. Phantom of the Attic is alive and well and so is Pittsburgh Sports Deli. That's not an eatery either. It's a sports memorabilia store. \n\nThere wasn't much reason for me for me to linger here though.  I soon left and went over to Olive Garden for lunch.",1
1806,"What a depressing shell of a mall... \n\nI remember when it was *the* mall to go to... CompUSA, Pharmor, Kmart, Playless, Joann Fabrics, ChiChis, Giant Eagle... \n\nHell, CompUSA, ChiChis and Pharmor don't even exist anymore... I'm not sure if Kmarts are still in business. \n\nDead malls are sad, for some reason. Walking through this mall just creepy though.",1
1807,"Truly the worst mall in America.  Going here is like being in a time machine though.  There is a store called \""90's Nails\"" for goodness sakes.\n\nHow is this place even still standing?  For one, I'm pretty sure it's built on an old mine or dig or something.  My mom has told me you can feel the ground move when you are here.  Yikes!\n\nThe Sports Deli is actually a gem of a store though.  Man, the rent has to be so cheap!\n\nI got to give a shout out to Petland (I think that's what it is/was called) the pet store in this mall where we got our Maltese pup Sno-Flake 17 years ago!  What a great dog!  :)",1
1808,"Honestly I don't consider this place a mall. I consider it to be the entryway I have to use to get into K-Mart. Sadly there are a few stores left still lingering around but hey, I'm sure the rent is reasonable considering the land is falling apart. Calling it a mall is like calling me an athlete it simply isn't true. When you can lists off the name of the stores on your fingers and still have a few left over then you need to go somewhere else.",1
1809,"Oy vey! Stay away, there's nothing here to see. Kmart, Phantom of the attic and a lottery place. This mall is dead! Deader than dead, dead dead!",1
1810,"I certainly have stayed in worse places, but they generally didn't cost $100 per night. \n\nTo be fair--the place is clean. The temperature was good. It's just small and old. The carpets are threadbare, in places. There is no restaurant, and no obvious nearby place to eat--I ended up driving around for a while before I found something. \n\nThe people who work here are very friendly, and as the previous reviewer wrote, it's got a manager's happy hour (which I arrived right before the end of), and a fitness center & pool. You have to reach the fitness center and pool by going outside, though, and in the middle of February, that's not so attractive. \n\nThe mall that is nearby is not really a mall. It's got a Giant Eagle and a KMart, but all the other businesses seem to have closed. Even the ATM was boarded up, which is really not a good sign.",2
1811,"Not a bad place, but here is the good an the bad.\n\nThe bad: The light in our room didn't work. It's not very close to pittsburgh. Hotel requires updating. \n\nThe good: Hotel was a great price. The gym was huge for hotel standards with large locker rooms. Decent free continental breakfast in the morning and a free two drink happy hour in the evening. Friendly staff. Free shuttle to events in the city. \n\nOverall I would stay here again.",3
1812,"My husband and I stayed at the Best Western Parkway Center Inn for a U2 Concert at Heinz Field. We realized that the room was going to be extremely small based on the reviews, but I think I was taken aback as to how small it really was. The hotel was clean on both the inside and outside. Although our room was down a very narrow corridor and a joining room to another room, it was clean and updated with a nice flat screen TV. We had Bath n Body Works products, which I use at home. The best part of the hotel was the free shuttle to and from the concert. I hate having to drive in traffic and parking would have cost us a pretty penny. The staff are wonderful! Very friendly and accommodating.  Apparently there is free breakfast from 6am-9am, which we were told about, but didn't get to take advantage of since we overslept. There is also a pool which we missed because we weren't at the hotel long enough. We did get to take advantage of the free wii fi which was very nice. The purpose of our stay was a place to sleep and for this purpose, this hotel served us well. However, if you intend on staying an extended amount of the time at the hotel, I would suggest elsewhere. The quaint room made me feel very claustrophobic. As well, there aren't any places to eat near. I would stay there again for a reason of a place to crash after a concert or something similar. I wouldn't recommend staying with a family at this facility because of it's size, unless you can get a bigger room or a couple rooms at once.",3
1813,"We stayed here in an effort to cut costs (being competitors, we are always trying to cut costs...), and we weren't disappointed.  Our room was clean, the fridge was an adequate size, and we had a microwave and coffeemaker, plus free internet.  Another bonus was that we were relatively close to the downtown area without being part of that congestion.  The decor was pretty neutral, which was a nice surprise.  The staff was also pleasant and friendly.",4
1814,"The rooms are laid out weird, and for the cost the rooms are not worth it.  There are also not many place to eat around the hotel.",2
1815,"Yeah, yeah, yeah, I know.  Why go to the Olive Garden when Pittsburgh has so many great local Italian places?  Hey, it's convenient and the food is decent.  For lunch, Olive Garden ain't bad in a pinch!   I had business to go to near the airport and I stopped here out of necessity.\n\nI had the basic spaghetti & meatballs in marinara sauce.  Not bad.  I wish they had cups of soup 'cos the Zuppa Toscana was mighty tempting.  \n\nOkay, so I admit I like the Olive Garden.  But my husband better not take me here on date night!",3
1816,"I hate Olive Garden. It makes me laugh when they ask \""how is everything?\""  I wonder what goes through their minds when I say \""The microwave did an awesome job\"". I'm in town for a few days, I'm hung over and don't know where else to eat. Olive Garden is just gourmet ChefBoyArDee. You won't find me at an Olive Garden back in New Jersey!",2
1817,The service was great while we were here. The food was average. And the parking was bad.,4
1818,"I normally don't like chain restaurants, but I do like eating at the Olive Garden in Greentree.  The food is pretty good here and the service is always excellent.  Although not my first choice, still quite okay.",3
1819,I ordered food that I believed was gluten free.  Within twenty minutes I started to have symptoms and was sick for two days.  I believe that my food may have been gluten free but that cross contamination caused my problem.  I had the same experience at another Pittsburgh Olive Garden restaurant and so am concluding that they may not be careful with cross contamination.,1
1820,"Avoid at all costs!  They diluted my wine with water, the food was mushy, they charged me $3.25 for marinara sauce from A CAN (without informing us beforehand this injustice would be taking place)!  Typical big corporation: cut costs down to last nickel and inflate the prices so the CEO can fly in his private jet (after landing, eat at a REAL Italian restaurant) and purchase a new Bentley each year.  \n\nVisit DeBlasio's Restaurant for twice the portions; it is MUCH CHEAPER, as well.\n\nWorst experience at a restaurant... EVER!",1
1821,"Being born and raised into an all Italian family, I'm pretty darn picky about my pastas and gravy (tomato sauce for the unknowing). My great grandmother's sauce was the first I remember, she never opened a can to make her sauces, always using tomatoes she canned herself in mason jars. She simmered her sauces until every seed melted away. My mother's sauce was a bit more thicker, using puree and paste as a base, later adding whole peeled tomatoes, garlic and fresh basil. Her sauce cooks down to a velvety pasta sauce that should be jarred and sold on super market shelves.\n\nSorry on to my review of Olive Garden. seriously? Really? No! I will admit it's good in a fit of really, REALLY needing a pasta fix, or if you want to eat breadstick and salad. But the sauces are overly rich, and I don't mean the tomato sauces. I mean the sauces they put over the pasta with chicken, beef or fish. And, let me be real Italian here, pasta is NEVER the main meal in an Italian supper, Pasta is normally the first course and NEVER served with meat, including MEATBALLS. Thats as American as fortune cookies. after pasta, comes the protein, that includes meatballs, then finally salad.\n\nOkay, I'm done being a snooty Italian who looks down upon Olive Garden, I got out all my frustrations on you, my readers. But seriously, if you want good Italian food, hit up a REALLY good neighborhood, family owned Italian restaurant. The service is better, it will be cheaper and it won't go to a big conglomerate who over charges on a plate of pasta, which is one of the cheapest food you can serve. Oh, two stars for a pretty good bowl of Pasta Fazoo (pasta and beans).",2
1822,Ten minute wait and easily most tables are open!!! Surprise it's lunch time!!!! I just passed six tables empty and clean. Beyond me...,1
1823,"Although I walked in with some hesitation (after a less than great stay at a Holiday in Columbus, OH) I am forever grateful for Chad who worked his magic and secured suites for my coworkers and I after a literal nightmare booking at the nearby Clarion (misrepresented on Hotwire).  This is the most fabulous H.I. Ive seen anywhere and the service is fantastic to boot.  This is a newly renovated space (used to be Best Western) but i love the lobby, the rooms, the free wifi, shuttle service, free breakfast and the fact that an elevator is always waiting for you in the lobby! If Im ever back in this neck of the woods Id be happy to stay here again. Keep up the good work guys and gals!",4
1824,"Beautiful hotel exterior and lobby. clean, spacious rooms, lots of closet space, 24/7 fitness hours, extended pool hours 6am-11pm.   Great complimentary breakfast.  Close to tons of chain restaurants and fast food and a couple of family-owned italian restaurant (Vincent's was delicious). I loved the location, access to parking, convenience,  friendliness of the staff.  It was almost perfect! \n\n The only downside (that's why 4 instead of 5 star) is that the rooms are DARK.  I had every light on and it was still pretty dark during a cloudy day.  It probably doesn't bother most people who will just come back to their hotel to sleep.  It is not too unlike other hotel rooms but it seems TOO dark. Not enough light to read from unless you are in the bathroom.",4
1825,"Hotel itself is adequate.  The 2 stars are for the hotel's internet connection.  I've stayed here twice in one week and both times were frustrating in terms of the Wi Fi. The connection drops numerous times in one session and connecting can be a chore. In terms of smartphones, don't even bother. My iPhone just refuses to fully connect and I've tried everything.  I stay at hotels continuously throughout the year  and this hotel has the worst internet configuration out of them all.\n\nThe staff is great and helpful but as someone who travels for business, the Wi Fi connection is crucial to my experience.",2
1826,"I was perfectly a-ok with this place*.  My friend's mother had suggested we not stay here, as it was \""shady\"".  I didn't give a crap.  I had a lovely view of some woods, I wish we had gotten back early enough to check out their lounge, and every guy going to see the Boss concert that night was staying here, so I got too see much more denim than I would on a normal day.\n\nDefinitely stay on the second floor though.  First floor looked way more nast.  \n\n*  Though ot had been a while since I'd left NYC, which when that happens, my judgement can be thrown askance.",3
1827,"This used to be the Holiday Inn and now it is the Clarion Hotel & Conference Center.  We needed to find a place not too far from Heinz Stadium for a reasonable price. We paid about $90 per night for this place, and the experience started poorly. We walked in and the two lobby TVs were tuned to Judge Judy (for the front desk employee's viewing pleasure). Employees watching reality TV during business hours really puts me off. It was hard to get the attention of the front desk staff because they were in the middle of a pizza order.  Two of the staff was working the front desk with a third suggesting toppings. It was pretty funny as one of clerks started to set up our room while another on the phone to the pizzeria kept interrupting the process with pizza questions. To the side the third clerk assisted with the pizza order. My wife pointed out her extreme cleavage, but I did not want to get lost there. We had a hard time understanding our clerk setting up the room. She tended to mumble, but did assert herself better when responding to pizza order questions. We finally got our room and headed up the very scary elevator to the 4th floor. In a way I felt as if we were at some sort of slum. I kept looking for gang tagging. The room was adequate (and I believe this was a renovated room), but a Motel 6 would be an upgrade. Whoever is doing the renovation has really poor taste and the quality of work is terrible. The swimming pool was a swamp (I am not kidding), but I am sure the frogs living in it were having a good time. The next morning we went down to the front desk again. This time the morning clerk was on a personal call and gave me an angry look because she felt that I was interrupting her call.  She did not even hang up; she just put the phone to her side, answered my question, and then continued her conversation. \n\nPersonally, I think this hotel would be great for a horror movie and Hollywood should contact this place. It needs to be knocked down, or management should tighten up the staff and improve construction quality. If construction is on track (and I suspect something is wrong), get staff that really is gracious to customers. There are people that need jobs out there and I assure you with proper management they will do a great job. Don't stay here for over $45 per night (the price is due to the breakfast offered). Personally I would not stay here until they fix the place, but for some reason I don't feel that it will ever happen. Something just feels wrong. Perhaps Clarion has stopped the remodel due to the economy.",1
1828,"oh. dear. lord. i feel so bad for the tour group from japan that was here .... this place is the dumps.  we had 2 rooms: they were supposed to be on the same floor.  nope. 2 different floors, took 6 rooms before we had 2 rooms that were NOT dirty.  One bed was unmade each day. Drunk frat rats.  AVOID.",2
1829,"Place is ok but a little uncomfortable. There's water damage in some corners of the the ceiling and it looks pretty creepy. There are stains on the walls and ironing board but, overall, it's ok. The bathroom was freshly stocked, toilet and shower was clean and functional, bed seemed to be bedbug-free and is comfortable enough to lay your head at night, TV worked just fine as well. The continental breakfast was ok but a little lackluster. The place is pretty much centrally located & it does have great potential..overall, it was an ok stay and I may stay again after they've completed the renovations.",2
1830,Umm lol so seriously I read some reviews about this place and was like NOOOO it can't be that bad. HA HA....DUDE! So this spot is like mad cheap but REALLY? \n\nFirst we check in and notice the are undergoing some much needed renovations. Checkin was seamless as it should be. We get to out room #122 and after reading the reviews I know to check the beds immediately. The first bed legit has hair under the sheets...strike 1. As I'm pulling the covers back on the second bed I find two quarters...that's right folks! Obviously left by the last guest intentionally to warn the next occupants that the SHEETS HAVEN'T BEEN CHANGED...let alone checked. I mean really? You couldn't at lease have made it look like you did your jobs?\n\nWe go to the desk and make them aware of the issue. They apologetically get us another room. This room is better its evident by the way these beds were made that the room has been cleaned. The elevator by the desk is stuck on the 3rd floor lol death trap so we take the stairs. Thank God for yelp....You've all been warned lol SERIOUSLY!,1
1831,"I was fine with staying here for the short time I was in Pittsburgh. The only thing that really bothered me, besides the really loud people at night the first night (really thin walls), was that there was no fan in the bathroom. It got really steamy really quickly and the only way to let out the steam was by opening the door. You can tell the bathroom was updated, although the sink was a little high for this 5 ft girl. The front staff was really friendly checking in and checking out. The pool was clean, for the most part. Bed was firm and pillows were soft. I brought my own pillow just because I sleep better when I do, but the hotels were perfectly fine to lay on. I think the location was great, easy to find and close to the city where we wanted to be. All in all a fine place to spend a few nights while sightseeing around Pittsburgh.",3
1832,"This was technically the Clarion hotel so I think the name is wrong on the page. \n\nI'd like to start by saying that I'm not much of a complainer, but if could have given 0 stars, I would have. \n\nSo we are on our way up to room when we passed a vending machine with water underneath it. I assumed it was leaking and brushed it off. I don't care that much about little things like that especially since we were just sleeping there. After a great hockey game and a bar crawl, we came back to the hotel and got ready for bed. There was absolutely no hot water for my shower. So cold I wouldn't even consider hopping in really quick. It was late so I let it go and decided to try again in the morning. When I woke up it was the same thing. At this point I was fuming. I NEED a shower man!\n\nSo I put on my angry pants and headed down the hall towards the elevator. Right in front of the elevator door there is a water fall pouring out of the ceiling from the third floor. \""What the hell....\"" is pretty much what I was thinking at this point. Well there was my shower considering I had to walk through it to continue on my quest. As soon as the elevator doors open to the first floor, I see the hallway is flooded. The carpet is squishing beneath my feet all the way to the front desk where other angry people had beaten me to. Apparently a pipe had burst the day before and they had neglected to tell us that when we had checked in. I was so mad. I managed to get 70% off our bill and I made her call to check us in at another hotel. I would have insisted the whole bill be paid for but I'm really bad at being mean to people. All in all, I will never stay here or any other branch of this hotel again.",1
1833,"We rented two rooms, one with a king bed and one with two doubles. The room with the King was fantastic, while the room with the doubles had a heater that wouldn't stop blowing cold air and was a stinkbug graveyard. \n\nWe asked and promptly received a different room. This one was cleaner but still had heater issues. \n\nThe front desk was very helpful providing  local restaurant recommendations and giving change for larger bills. The continental breakfast (free with room) was one of the most plentiful spreads I've had in a hotel. \n\nWe'd stay again, but we'll be sure to call ahead and make sure the front desk checks the rooms have been cleaned first.",3
1834,"we checked out 4 rooms just to see what it was like, moldy ceilings,  musty smells, unclean rooms, and such a huge renovation job it should be shut down or discounted by 99%! thank god hotwire gave us a refund.",1
1835,"Nightmare.  It's a ghost town. Needles in parking lot. \""Lobby\"" is a hotel room with undesirables hanging around. Asked to see our rooms before checking in, given the key, room was filthy.  Saw a sticky note re: bedbugs.  Bolted, as fast as possible.",1
1836,"I'm not sure I can even give this place one star. To be fair, the room we had was clean and comfortable. It did seem as if we had entered a time warp, though. Furnishings and bedding from the 70's...if not 60's! I've seen this place rated up to 3 stars on some websites. I'd like to know their qualifications!!\nWhen you first approach the hotel, it looks closed down. (And write obviously, it should be!!) You enter through a side entrance with hand written signs. The\""office\"" is a room right inside the doors. The hallway looks a wreck! (Oh yeah...they're under construction!!) Dirt, filth, and stains everywhere. Electrical wires exposed, smoke detectors hanging down. You look at all this and wonder how in the world are they passing codes?? (Or are they?!? Hmmmm)\nLike I said...the room was better..although not without faults. The lights over the bathroom sink did not work, and the shower did not work well. The tv was definitely a 1980's model. Wireless internet?? What a joke!! \nWhen we reported the bathroom issues, they said they would move us to another room. Since we were only staying 2 nights, we thought we would stay and just have maintenance look at it in the morning. We were informed maintenance would not be in tomorrow!! (Our ever??)\nWe told the lady working the \""front desk\"" that this hotel was pretty scary. Her reply was, \"" yeah, we get that a lot!\""",1
1837,"Ah, yes, what has yet to be said about this Clarion in Greentree, which is commonly known as the hotel of perpetual construction? Check the reviews folks (I sure wish I had) and you'll see that this place has been under construction for at least four years!\nMy family, and I'm sure countless others, initially had trouble even finding the place and had to humble ourselves to ask directions at the nearby Doubletree Hotel. But even with directions, we drove right past the Clarion because: 1). There are no hotel signs; 2). We were arriving at night and the building was completely dark; 3). There were no parked cars visible from the road; and 4). The entire front of the building was boarded up.\nWhen we located the correct driveway and approached the construction zone, which once represented the entrance to the hotel, we saw a tiny sign directing us to the \""Temporary Lobby\"" in the back of the hotel. The makeshift lobby consisted of a hotel room with a clerk sitting at a desk. The clerk initially could not locate our reservation on her computer, but found it as soon I had dug through my luggage to find a copy of the confirmation email.\nWe were given a room on the second floor, thus we walked past stairwells that were closed (because of endlessly drying 'wet paint') and an out-of-order (and leaking) ice machine, until we located the elevator. Well, let me tell you folks, Disney's Tower of Terror ride is less frightening than this elevator. It looked like one of those service elevators that the public never sees. The floor was covered in dead bugs and the ceiling had holes in it, leading to the conclusion that someone must have taken the globes off the ceiling lights and just dumped the dead bugs onto the floor.\nWhen we got to our room, the carpet was so covered with nasty grease stains that we wanted to keep our shoes on. We did the preliminary check of the beds and found some stained sheets, but thankfully no bugs. We also checked for the free Wi-Fi signal and found that it was completely useless (maybe that's why the desk clerk couldn't locate our reservation).\nFinding the complimentary breakfast in the morning was like a scavenger hunt, where you look for clues on small paper signs in the hallways. The adventure actually took me outside of the hotel and then back into another part of the building (thankfully it wasn't raining like it had been all night). I then realized that I had just entered the main construction zone and the outside route must be the only passable route to the dining area.\nThere was yet another sign outside the dining room which said something about Complementary Breakfast and the strange phrase \""Gratuity Included.\"" But inside the dining room there were at least two clearly-marked 'Tip Jars.' Now, I've been at some pretty trashy hotels in my travels, but I've never seen a tip jar in the dining room. I've also never been in a hotel dining room where it looked like a bomb had gone off, but there were drop cloths, power tools and all sorts of debris everywhere.\nWhen I got in line for the grub, I learned how the attendant earned her tips: she was there to help patrons identify the food. The person in front of me inquired about the gray-looking sausage-like links and was dutifully informed that they represented turkey sausage, adding, \""Because Clarion cares about your health.\"" I'm not kidding (who could make something like that up?). Anyway, I tried this so-called health food, because the only other hot alternative was French Toast and I did not want any syrupy food that morning. Guess what? The sausage had some kind of sugary additive to make the links taste like syrup! Real healthy, right? Thus, I ended up just getting a cup of coffee and returning to my room to pack up. The coffee was okay, by the way.\nIn conclusion, I would not have stayed at the Greentree Clarion had I not made prior reservations and had not been coming back after midnight following a music festival where it rained all day. Plus, we used our loyalty points for this room, so I couldn't even request a discount.\nBelieve me, HUD would shut this place down if it was an apartment building and the Dept. of Homeland Security would never even consider housing immigrants there. But, of course, you and I are welcome to pay upwards of a hundred bucks a night to stay there.",1
1838,"This was by far the worst hotel experience I've ever had. It wasn't just that there was MASSIVE construction going on, but they did nothing to accommodate for it. They put us in a dirty floor with exposed ceilings, spackle, and sheetrock everywhere. The lights were broken and the room was filthy. \n\nThe second room they out me in had an air conditioning unit that wouldn't reach the outlet, rendering it useless in the middle of the summer, had no toilet paper and water all over the bathroom floor. \n\nThe CHILDREN working the front desk, which was located in a hotel room, gave the worst customer service, greeted me with an attitude, and couldn't manage to pull themselves away from their own conversation long enough to even check me in in a timely manner. \n\nThe worst. Do not stay here.",1
1839,"Wish I could give this place negative stars. Where to begin? It begins with no signs saying where the hotel is at. And then it goes into their \""temporary lobby\"" which is a room turned into an office. The whole place is under construction which wouldn't be so bad, but my gosh they have crap EVERYWHERE!!! That leads us to the elevator. Norman bates would even say it's too creepy for him. It's marked with two different hotel names on top of that, holiday inn and ramada. Then the room. Not the worst of the worst, the decor is nice, the bed is as hard as a rock and the shower isn't even properly installed. Really wish I would have looked at yelp before booking here. Buyer beware. Oh yea! AND I knew they were under construction before we booked in June, and we were promised that the construction would be done before hand. Extremely disappointed.",1
1840,"What can I say about this place ? I have had several good experiences and several bad experiences here over the years .  All and all , you get what you see . The service is hit or miss depending on who is working . I do feel it is a bit expensive for the quality of food you get . The place is too small especially at the counter area .",3
1841,Really good bagels.  Stopped for a bagel and tea.  Place was crowded but the line moved quickly.  Had a Good Grains bagel with some cream cheese shmear.  Delicious.  Love the green iced tea!.\n\nThis place is tiny but most get it and go...no not get go! lol\n\nHave had soup and bagel sandwich in the past and it was very enjoyable.,3
1842,"I am always in Heaven when I go to Ithaca New York, after all, they have Ithaca Bakery there. Listen when I tell you, go to their website and request, demand, beg, do anything you can to get them to open one here in Pittsburgh! Seriously, the whole wheat Long Island bagels are pretty damn fine. Boiled, then baked a little darker than most bagels, then doused with garlic and onion, poppy and sesame seeds. Incredibly delicious! They're California Granola bagels are whole grain and hearty. The Italian bagels are like a mini loaf of Italian bread, covered in oregano, basil, rosemary, and garlic, they put olive oil in the raw dough, bellisimo! \n\nOkay, 359 miles southwest we have Pittsburgh with no visible sign of a decent bagel place, well that's not entirely true, Einstein Brothers has a good bagel, not a great bagel. Where Ithaca Bakery has 9 different vegetarian sandwiches, good luck trying to find anything like that here. \n\nWhen I did enjoy meats, my choice here was the Nova Lox with a shmear, tomato, onion on a whole wheat bagel. Not exactly a low cal meal, later I found out it had a whopping 700 calories and over 20 grams of fat. Even with the lite cream cheese this had 600 calories and 12 grams of fat. Now I have a whole grain bagel with hummus. \n\nI will say their pretzel bagels are rather good, nice crust and crunch from salt, a chewy center and makes an awesome pizza bagel.\n\nTheir bagels are pretty expensive, a baker's dozen and a container of cream cheese is over 14 bucks. In a town with a pizza joint on every corner, and an Italian restaurant in every community, you'd think someone would open an authentic bagel place with unique flavors and varieties.",3
1843,"What a crock!   The thin bagel (with asparagus/mushrooms, swiss)...you get mostly cheese...it doesn't look at all like the picture on your website depicting a load of asparagus smothered in mushrooms...so full of it; definitely not worth the price. \n(this was the one in Greentree)",1
1844,"I stopped here yesterday morning because I was attending an off-site training session.  Typical Starbucks.  On the way back, I bought some of that new Starbucks VIA instant coffee to try at the office.  VIA does not taste like brewed coffee, so Starbucks loses one star for that.",2
1845,"The barista was super sweet. I told her I wanted something new and she was a fountain of information. She made a lot of great suggestions and I told her to wing it. She went with a Caramel Brulee with two pumps of White Mocha. She also gave me a discount, which was awesome.\n\nI used an AirCard on the netbook and sat in Starbucks from 11am-2:30pm. I had headphones on and just zoned out. I was comfortable and wasn't disrupted at all.\n\nIt seemed to get busy from 1pm-2pm so if you want to stop at this location, make sure to get there earlier so you can grab a seat.",5
1846,"Worst effin Starbucks on the block and their baristas suck at making drinks. Horrible customer service and they ALWAYS screw up our orders. I just don't understand why they're so lazy. I understand their comprehension level is low because of the lack of education though. But, if you hate your job, don't take it out on the loyal customers! Your life sucks, we get it, but you have ONE job at Starbucks, so do it right. It's not hard.",1
